query	target	fident	alnlen	mismatch	gapopen	qstart	qend	tstart	tend	evalue	bits	database
WP_036825101.1	AF-A0A1Y0N222-F1-model_v6	0.8	134	27	0	1	134	1	134	2.179e-19	776	uniprot
WP_101449305.1	AF-A0A918JR61-F1-model_v6	0.766	163	38	0	15	177	12	174	3.257e-17	775	uniprot
WP_036825809.1	AF-A0A1M7NFL6-F1-model_v6	0.642	347	124	0	1	347	1	347	1.638e-17	774	uniprot
WP_101448224.1	AF-A0A554VRR4-F1-model_v6	0.78	200	44	0	1	200	1	200	2.688e-15	774	uniprot
WP_144726021.1	AF-A0A1H3Y4K6-F1-model_v6	0.745	185	46	0	5	185	3	187	1.578e-18	774	uniprot
WP_101448255.1	AF-A0A2N3T7Q7-F1-model_v6	1.0	174	0	0	1	174	1	174	9.171e-21	774	uniprot
WP_026753637.1	AF-A9EB27-F1-model_v6	0.512	206	100	0	1	206	1	205	9.479e-18	773	uniprot
WP_091891425.1	AF-A4C299-F1-model_v6	0.625	152	55	0	1	152	1	148	5.039e-15	773	uniprot
WP_038527552.1	AF-T2KIY8-F1-model_v6	1.0	132	0	0	1	132	1	132	1.207e-19	773	uniprot
WP_101450267.1	AF-A0A2A5CQF6-F1-model_v6	0.815	130	24	0	35	164	50	179	7.012e-18	773	uniprot
WP_091895401.1	AF-A0A238UDE5-F1-model_v6	0.613	163	62	0	12	171	8	170	2.315e-15	772	uniprot
WP_011711334.1	AF-A0M738-F1-model_v6	1.0	149	0	0	1	149	1	149	1.019e-16	772	uniprot
WP_119029116.1	AF-A0A3D1KQ88-F1-model_v6	0.408	259	137	0	1	259	1	233	7.394e-16	771	uniprot
WP_144960770.1	AF-A0A559PLR7-F1-model_v6	0.915	182	15	0	1	182	1	182	1.067e-16	771	uniprot
WP_011709513.1	AF-A0A5J4J500-F1-model_v6	0.605	166	65	0	1	166	10	175	2.775e-15	771	uniprot
WP_101446233.1	AF-A0A937A428-F1-model_v6	0.637	138	49	0	1	138	1	137	2.823e-15	771	uniprot
WP_026753297.1	AF-A0A1V1ZKX1-F1-model_v6	0.55	160	71	0	1	159	1	160	2.464e-15	770	uniprot
WP_091894986.1	AF-A0A941CJN7-F1-model_v6	0.601	158	63	0	1	158	1	158	5.852e-17	770	uniprot
WP_091893955.1	AF-A0A1M6U368-F1-model_v6	0.815	157	29	0	1	157	1	157	2.073e-15	770	uniprot
WP_119029311.1	AF-A0A397LBA7-F1-model_v6	1.0	125	0	0	1	125	1	125	7.369e-15	770	uniprot
WP_089662309.1	AF-A0A9X2L0C8-F1-model_v6	0.559	176	76	0	1	176	1	173	1.212e-14	769	uniprot
WP_101447375.1	AF-A0A2N3T522-F1-model_v6	1.0	164	0	0	1	164	1	164	3.592e-18	769	uniprot
WP_144726707.1	AF-A0A2U3AWZ9-F1-model_v6	0.783	157	34	0	1	157	1	157	2.196e-15	769	uniprot
WP_038529701.1	AF-T2KM25-F1-model_v6	1.0	134	0	0	33	166	2	135	2.704e-18	769	uniprot
WP_144962913.1	AF-A0A3B0UQ35-F1-model_v6	0.563	190	82	0	1	190	1	189	1.192e-13	768	uniprot
WP_144725363.1	AF-A0A2S1QB81-F1-model_v6	0.656	172	59	0	1	172	10	181	2.564e-14	768	uniprot
WP_101449205.1	AF-A0A9E3RPA5-F1-model_v6	0.662	160	54	0	1	160	1	160	9.76e-16	768	uniprot
WP_156109159.1	AF-A0A7G9LA18-F1-model_v6	0.598	157	63	0	1	157	1	157	4.447e-17	768	uniprot
WP_119028699.1	AF-A0A8J6QB74-F1-model_v6	0.482	147	74	0	2	145	1	147	1.07e-17	768	uniprot
WP_119029231.1	AF-A0A1H9H9H4-F1-model_v6	0.87	116	15	0	1	116	69	184	9.272e-16	768	uniprot
WP_144725952.1	AF-A0A842IST2-F1-model_v6	0.631	189	68	0	1	186	1	189	7.378e-18	767	uniprot
WP_144724735.1	AF-A0A1G6FBJ3-F1-model_v6	0.513	186	89	0	1	183	11	196	1.995e-15	767	uniprot
WP_143273665.1	AF-A0A2N3TAQ1-F1-model_v6	1.0	127	0	0	9	135	5	131	5.216e-16	767	uniprot
WP_026755669.1	AF-A0A1M7NFL6-F1-model_v6	0.707	272	79	0	1	272	1	272	3.088e-17	766	uniprot
WP_144961359.1	AF-A0A559PMJ4-F1-model_v6	1.0	188	0	0	1	188	1	188	1.015e-19	766	uniprot
WP_011710668.1	AF-A0A2N0TP67-F1-model_v6	0.486	179	90	0	1	176	1	179	5.67e-15	766	uniprot
WP_101444867.1	AF-A0A2N3T0R4-F1-model_v6	0.988	166	2	0	1	166	1	166	6.067e-19	766	uniprot
WP_038528535.1	AF-A0A9X0YL23-F1-model_v6	0.583	160	66	0	1	160	1	160	5.099e-17	766	uniprot
WP_119027590.1	AF-A0A8J2TRY7-F1-model_v6	0.678	137	43	0	1	135	40	176	3.585e-15	765	uniprot
WP_089663730.1	AF-A0A2D9DGL1-F1-model_v6	0.436	306	171	0	1	305	235	540	7.734e-15	764	uniprot
WP_144962836.1	AF-A0LZV3-F1-model_v6	0.709	141	41	0	7	147	24	164	1.029e-14	764	uniprot
WP_119028398.1	AF-A0A1V1ZKX1-F1-model_v6	0.627	129	47	0	26	152	32	160	3.035e-15	764	uniprot
WP_101448363.1	AF-A0A504J9H0-F1-model_v6	0.741	116	30	0	1	116	1	116	9.496e-17	764	uniprot
WP_026755632.1	AF-A0A4Q7P1J5-F1-model_v6	0.319	227	154	0	1	227	1	227	3.067e-14	763	uniprot
WP_011708590.1	AF-A0A1B7ZD35-F1-model_v6	0.567	201	86	0	1	201	1	200	1.401e-13	763	uniprot
WP_091894193.1	AF-A0A559RZJ4-F1-model_v6	0.784	158	34	0	1	158	1	158	4.395e-15	763	uniprot
WP_156109273.1	AF-A0A099XRR0-F1-model_v6	1.0	153	0	0	1	153	26	178	4.733e-16	763	uniprot
WP_101450441.1	AF-A0A941CB93-F1-model_v6	0.628	191	70	0	1	191	1	188	1.854e-15	762	uniprot
WP_101446141.1	AF-A0A5B1BEA5-F1-model_v6	0.679	162	50	0	1	156	1	162	1.462e-16	762	uniprot
WP_038532746.1	AF-T2KSC7-F1-model_v6	1.0	159	0	0	1	159	1	159	1.607e-16	762	uniprot
WP_119029343.1	AF-A0A2E3F327-F1-model_v6	0.718	135	38	0	1	135	1	135	5.396e-19	762	uniprot
WP_091896889.1	AF-A0A7Y7DIE2-F1-model_v6	0.607	181	71	0	11	191	11	191	4.745e-15	761	uniprot
WP_144726873.1	AF-A0A6L9EV50-F1-model_v6	0.538	167	76	0	2	167	3	169	8.272e-16	761	uniprot
WP_144963384.1	AF-A0A1L7I9J2-F1-model_v6	0.705	156	46	0	1	156	1	156	2.795e-18	761	uniprot
WP_011708969.1	AF-A0A1H1MHA8-F1-model_v6	0.668	157	50	0	1	157	1	153	1.333e-15	760	uniprot
WP_091896198.1	AF-A0A7Y7DIH5-F1-model_v6	0.574	154	65	0	1	154	1	154	6.78e-15	760	uniprot
WP_051774489.1	AF-A0AB36NYT5-F1-model_v6	0.659	135	44	0	16	150	15	144	1.369e-14	760	uniprot
WP_101449208.1	AF-A0A2N3TAN9-F1-model_v6	0.881	159	19	0	1	159	1	159	1.238e-17	759	uniprot
WP_036821848.1	AF-A0A2S7WJW7-F1-model_v6	0.631	141	52	0	1	141	1	141	1.664e-15	759	uniprot
WP_089663489.1	AF-A0A2R3Z3J1-F1-model_v6	0.684	234	74	0	1	234	1	234	2.532e-15	758	uniprot
WP_101448395.1	AF-A0A316L631-F1-model_v6	0.508	169	82	0	1	168	1	169	1.226e-18	758	uniprot
WP_036827670.1	AF-A0A0Q5ZQS5-F1-model_v6	0.64	153	55	0	1	153	1	153	3.674e-16	758	uniprot
WP_026752913.1	AF-A0A5C6ZN53-F1-model_v6	0.497	179	90	0	9	187	9	187	4.944e-15	756	uniprot
WP_144724754.1	AF-A0A1I1M696-F1-model_v6	0.711	170	49	0	1	170	26	195	2.404e-14	756	uniprot
WP_144727094.1	AF-A0A964TE65-F1-model_v6	0.511	170	83	0	1	170	1	170	2.877e-16	756	uniprot
WP_101449054.1	AF-A0A2N1FA51-F1-model_v6	0.569	165	71	0	1	165	1	165	1.423e-18	756	uniprot
WP_038531800.1	AF-A0A958MNC5-F1-model_v6	0.573	164	69	0	1	163	1	164	4.691e-18	756	uniprot
WP_011710204.1	AF-A0A9X2KZG8-F1-model_v6	0.68	241	77	0	1	241	1	241	8.674e-19	755	uniprot
WP_089663763.1	AF-A0A4Q0NU46-F1-model_v6	0.671	195	63	0	1	193	1	195	9.848e-15	755	uniprot
WP_038532316.1	AF-A0A0P7AXV3-F1-model_v6	0.705	153	45	0	21	173	2	154	6.414e-17	755	uniprot
WP_144726585.1	AF-A0A2U3B4G2-F1-model_v6	0.705	136	40	0	1	136	1	136	9.574e-19	754	uniprot
WP_148304574.1	AF-T2KKK5-F1-model_v6	1.0	114	0	0	1	114	1	114	2.454e-16	754	uniprot
WP_091892393.1	AF-A0A7G9LD57-F1-model_v6	0.724	185	51	0	1	185	1	185	7.895e-17	753	uniprot
WP_157717384.1	AF-A0A9X1RYL0-F1-model_v6	0.662	156	52	0	1	156	1	156	1.374e-17	753	uniprot
WP_101446087.1	AF-A0A023BYW9-F1-model_v6	0.706	148	43	0	1	148	1	148	2.038e-17	753	uniprot
WP_144724888.1	AF-A0A428K6B2-F1-model_v6	0.772	136	31	0	1	136	1	136	4.957e-19	753	uniprot
WP_144962812.1	AF-A0A559PQF3-F1-model_v6	1.0	126	0	0	1	126	1	126	7.582e-15	753	uniprot
WP_156033078.1	AF-A0A1N7PBI5-F1-model_v6	0.308	283	188	0	1	283	256	527	2.244e-15	752	uniprot
WP_011709484.1	AF-A0A495PSB9-F1-model_v6	0.677	189	60	0	1	187	1	189	2.311e-14	752	uniprot
WP_101450321.1	AF-A0A2N3TE83-F1-model_v6	0.945	178	10	0	1	178	1	178	9.851e-18	752	uniprot
WP_091895556.1	AF-A0A176TBV1-F1-model_v6	0.533	177	82	0	2	178	18	194	1.637e-14	752	uniprot
WP_101445492.1	AF-A0A2N3T1U9-F1-model_v6	1.0	170	0	0	1	170	1	170	6.157e-16	752	uniprot
WP_157691875.1	AF-A0A1H1PIR4-F1-model_v6	1.0	154	0	0	2	155	33	186	6.712e-19	752	uniprot
WP_144963034.1	AF-A0A559PR71-F1-model_v6	1.0	141	0	0	1	141	10	150	4.704e-17	752	uniprot
WP_041250314.1	AF-A0M2F3-F1-model_v6	1.0	125	0	0	1	125	17	141	1.192e-18	752	uniprot
WP_143273673.1	AF-A0A554VAW9-F1-model_v6	0.612	204	79	0	2	205	1	204	2.72e-17	751	uniprot
WP_051774629.1	AF-A0A5D0RFZ5-F1-model_v6	0.347	189	110	0	1	189	1	169	4.748e-14	751	uniprot
WP_089663578.1	AF-A0A495PSB9-F1-model_v6	0.673	187	61	0	1	187	1	187	2.559e-14	751	uniprot
WP_036826521.1	AF-A0A099XN00-F1-model_v6	1.0	171	0	0	1	171	1	171	2.715e-15	751	uniprot
WP_101448611.1	AF-A0A2N3T8Q7-F1-model_v6	1.0	144	0	0	1	144	1	144	2.488e-18	751	uniprot
WP_143273558.1	AF-A0A504JM12-F1-model_v6	0.7	140	42	0	4	143	23	162	5.034e-17	751	uniprot
WP_143273545.1	AF-A0A2N3T1Q7-F1-model_v6	1.0	136	0	0	1	136	7	142	6.81e-15	751	uniprot
WP_026754097.1	AF-A0A1K2IEC4-F1-model_v6	0.527	183	86	0	1	183	1	183	2.125e-16	750	uniprot
WP_084817485.1	AF-A0A8J6Q727-F1-model_v6	0.651	172	60	0	1	172	1	172	2.252e-16	750	uniprot
WP_119028541.1	AF-A0A1Z7Z2N1-F1-model_v6	0.71	166	48	0	1	166	1	166	2.273e-14	750	uniprot
WP_144962833.1	AF-A0A559PQG2-F1-model_v6	0.926	136	10	0	1	136	113	248	1.153e-14	750	uniprot
WP_101449893.1	AF-A0A2N3TCS0-F1-model_v6	0.962	134	5	0	1	133	1	134	5.497e-18	750	uniprot
WP_091894626.1	AF-A0A432IL19-F1-model_v6	0.491	178	90	0	1	178	1	178	2.153e-15	749	uniprot
WP_101446788.1	AF-A0A939H4F9-F1-model_v6	0.518	162	75	0	1	162	1	157	6.731e-15	749	uniprot
WP_091890163.1	AF-A0A7G9LA18-F1-model_v6	0.566	157	68	0	1	157	1	157	5.552e-17	749	uniprot
WP_101446077.1	AF-A0A285MXZ9-F1-model_v6	0.78	146	32	0	1	146	1	146	1.206e-18	749	uniprot
WP_038528012.1	AF-T2KIB4-F1-model_v6	0.825	143	25	0	1	143	1	143	1.594e-14	749	uniprot
WP_101449884.1	AF-A0A504J807-F1-model_v6	0.684	133	42	0	1	133	1	133	1.318e-18	748	uniprot
WP_089663347.1	AF-A0A345GYE7-F1-model_v6	0.469	293	151	0	3	295	41	325	6.369e-15	747	uniprot
WP_119028827.1	AF-A0A958YLN4-F1-model_v6	0.507	188	92	0	1	188	1	188	5.305e-15	747	uniprot
WP_144725886.1	AF-A0A958UHB5-F1-model_v6	0.624	229	85	0	27	255	69	294	6.106e-15	746	uniprot
WP_101447335.1	AF-A0A2N3T4Y4-F1-model_v6	1.0	154	0	0	1	154	1	154	1.141e-17	746	uniprot
WP_011710291.1	AF-A0M443-F1-model_v6	1.0	127	0	0	1	127	1	127	4.04e-18	746	uniprot
WP_101447822.1	AF-A0A846R0I9-F1-model_v6	0.714	161	46	0	1	161	1	161	3.676e-14	745	uniprot
WP_101450788.1	AF-A0A2N3T226-F1-model_v6	1.0	106	0	0	1	106	19	124	2.187e-18	745	uniprot
WP_144960847.1	AF-A0A559PRD0-F1-model_v6	1.0	180	0	0	1	180	1	180	2.906e-18	744	uniprot
WP_144962911.1	AF-A0A559PQR7-F1-model_v6	1.0	142	0	0	1	142	1	142	1.232e-15	744	uniprot
WP_144727383.1	AF-A0A2U3AYL3-F1-model_v6	0.661	121	41	0	1	121	13	133	1.291e-16	744	uniprot
WP_148264616.1	AF-A0A086A3E6-F1-model_v6	0.585	210	87	0	24	233	3	212	4.73e-15	743	uniprot
WP_038528271.1	AF-A0A2U3AWZ9-F1-model_v6	0.698	156	47	0	1	156	1	156	3.18e-14	742	uniprot
WP_011709229.1	AF-A0A2D4XKK0-F1-model_v6	0.491	175	89	0	1	175	1	175	5.242e-15	740	uniprot
WP_011709746.1	AF-A0M2J3-F1-model_v6	0.949	174	9	0	1	174	1	174	1.563e-16	739	uniprot
WP_038529746.1	AF-T2KL99-F1-model_v6	1.0	155	0	0	1	155	1	155	5.816e-15	739	uniprot
WP_011710337.1	AF-A0M489-F1-model_v6	1.0	145	0	0	1	145	1	145	8.332e-18	739	uniprot
WP_091891176.1	AF-A0A1H1L8C4-F1-model_v6	1.0	139	0	0	1	139	1	139	1.092e-14	739	uniprot
WP_026754766.1	AF-A0A519LQE1-F1-model_v6	0.437	169	93	0	1	166	1	169	6.861e-18	738	uniprot
WP_011708830.1	AF-A0A519S1S6-F1-model_v6	0.533	163	75	0	1	163	1	162	2.309e-14	738	uniprot
WP_038531771.1	AF-T2KPZ1-F1-model_v6	1.0	159	0	0	1	159	1	159	4.101e-17	738	uniprot
WP_101444845.1	AF-A0A2N3T163-F1-model_v6	0.777	108	24	0	1	108	1	108	1.017e-16	738	uniprot
WP_144963358.1	AF-A0A2T6AH87-F1-model_v6	0.606	150	59	0	1	150	1	150	3.853e-17	736	uniprot
WP_101448203.1	AF-E6X9I8-F1-model_v6	0.533	192	86	0	1	192	1	186	4.601e-15	735	uniprot
WP_101449213.1	AF-A0A1Q3S5I2-F1-model_v6	0.636	178	64	0	1	176	1	178	2.363e-12	735	uniprot
WP_091893204.1	AF-A0A1M5MZF1-F1-model_v6	0.576	163	68	0	9	170	82	244	6.033e-17	735	uniprot
WP_091894004.1	AF-A0A099Y3K4-F1-model_v6	0.618	152	57	0	1	152	1	149	9.144e-15	735	uniprot
WP_026753619.1	AF-A0A5D0G9I1-F1-model_v6	0.76	138	33	0	1	138	1	138	2.758e-13	735	uniprot
WP_101448908.1	AF-A0A2A5GXM2-F1-model_v6	0.489	137	69	0	1	137	2	137	4.766e-18	735	uniprot
WP_144959991.1	AF-A0A1B2YY55-F1-model_v6	0.951	123	6	0	1	123	1	123	1.62e-17	735	uniprot
WP_089660947.1	AF-A0A1H1KUL8-F1-model_v6	1.0	164	0	0	1	164	1	164	8.326e-16	734	uniprot
WP_101449025.1	AF-A0A2N3TA05-F1-model_v6	0.93	154	11	0	1	154	1	154	2.257e-18	734	uniprot
WP_038526008.1	AF-T2KH83-F1-model_v6	1.0	152	0	0	1	152	1	152	3.753e-16	734	uniprot
WP_089660927.1	AF-A0A1H1KV21-F1-model_v6	1.0	160	0	0	1	160	1	160	4.182e-17	733	uniprot
WP_038532532.1	AF-A0A4Y8AVC7-F1-model_v6	0.483	151	72	0	1	141	1	151	9.208e-14	733	uniprot
WP_144727289.1	AF-A0A521A5D7-F1-model_v6	0.589	129	52	0	3	131	28	155	6.295e-15	733	uniprot
WP_144963363.1	AF-A0A495PRK9-F1-model_v6	0.861	123	17	0	1	123	1	123	5.005e-18	733	uniprot
WP_011709734.1	AF-A0A2R3Z8W1-F1-model_v6	0.655	186	63	0	1	186	2	186	5.734e-16	732	uniprot
WP_244270315.1	AF-A0A5B7X0Q4-F1-model_v6	0.646	194	67	0	1	194	10	200	1.533e-15	731	uniprot
WP_144963619.1	AF-A0A5D0G9I1-F1-model_v6	0.768	138	32	0	1	138	1	138	3.479e-13	731	uniprot
WP_052108627.1	AF-A0A099XP06-F1-model_v6	1.0	129	0	0	1	129	1	129	1.41e-16	731	uniprot
WP_038528398.1	AF-A0A953L9Z9-F1-model_v6	0.756	111	27	0	1	111	67	177	1.03e-13	731	uniprot
WP_011710354.1	AF-A0M4A6-F1-model_v6	0.947	171	9	0	1	171	1	171	3.33e-17	730	uniprot
WP_199176901.1	AF-A0A2T7QAF0-F1-model_v6	0.656	157	51	0	33	180	2	158	8.9e-15	730	uniprot
WP_038526812.1	AF-A0A0P0CFU0-F1-model_v6	0.697	149	45	0	1	149	1	149	3.915e-16	730	uniprot
WP_026755696.1	AF-A0A2M8J9H0-F1-model_v6	0.233	276	198	0	22	297	14	272	1.862e-16	729	uniprot
WP_101448204.1	AF-A5FH44-F1-model_v6	0.63	195	72	0	1	195	3	197	1.473e-13	729	uniprot
WP_011708739.1	AF-A0A1H1KWE4-F1-model_v6	0.587	148	61	0	1	148	1	148	6.483e-15	729	uniprot
WP_119028784.1	AF-A0A4V1D6Q8-F1-model_v6	0.504	308	149	0	1	302	1	308	1.203e-16	728	uniprot
WP_197022128.1	AF-A0A4Q0NU46-F1-model_v6	0.645	192	66	0	19	206	4	195	5.592e-14	728	uniprot
WP_144959119.1	AF-A0A1H1QFQ8-F1-model_v6	0.545	200	90	0	1	200	1	198	8.75e-17	727	uniprot
WP_026754062.1	AF-A0A9X1JXX9-F1-model_v6	0.421	173	98	0	4	176	2	172	4.375e-14	727	uniprot
WP_144726168.1	AF-A0A411E930-F1-model_v6	0.59	166	68	0	1	166	1	166	6.938e-14	727	uniprot
WP_091896482.1	AF-A0A2A4RSN2-F1-model_v6	0.506	160	79	0	1	160	1	160	7.08e-16	727	uniprot
WP_101449625.1	AF-A0A2N3TBX0-F1-model_v6	1.0	155	0	0	1	155	1	155	1.794e-17	727	uniprot
WP_038531058.1	AF-A0A9X0YLR5-F1-model_v6	0.837	123	20	0	1	123	1	122	1.673e-14	727	uniprot
WP_101448735.1	AF-A0A2N3T959-F1-model_v6	1.0	138	0	0	1	138	1	138	2.315e-14	726	uniprot
WP_091891401.1	AF-A0A9X1VQ71-F1-model_v6	0.51	186	91	0	1	186	1	186	3.2e-13	725	uniprot
WP_156033024.1	AF-S7VSQ9-F1-model_v6	0.487	153	78	0	23	175	5	157	2.167e-13	725	uniprot
WP_011710915.1	AF-A0M5W9-F1-model_v6	1.0	126	0	0	1	126	1	126	6.371e-18	725	uniprot
WP_143273663.1	AF-A0A2N3TAL3-F1-model_v6	1.0	188	0	0	1	188	20	207	2.672e-15	724	uniprot
WP_101450010.1	AF-A0A2N3TD66-F1-model_v6	1.0	166	0	0	1	166	1	166	2.704e-16	724	uniprot
WP_242404079.1	AF-A0A1H5HM23-F1-model_v6	0.606	150	59	0	1	150	1	150	9.083e-15	724	uniprot
WP_036828141.1	AF-A0A099XN83-F1-model_v6	1.0	150	0	0	1	150	1	150	1.195e-13	724	uniprot
WP_144725280.1	AF-A0AAE3JKC6-F1-model_v6	0.615	143	55	0	1	143	1	143	6.068e-15	724	uniprot
WP_091896579.1	AF-A0A5S3N537-F1-model_v6	0.61	131	50	0	5	135	10	139	2.377e-14	724	uniprot
WP_038531819.1	AF-A0A5R9AQG5-F1-model_v6	0.429	156	89	0	5	160	2	157	4.283e-15	723	uniprot
WP_091892366.1	AF-A0A1H3XV74-F1-model_v6	0.686	150	47	0	1	150	1	150	1.71e-14	723	uniprot
WP_101448388.1	AF-A0A2E0UND1-F1-model_v6	0.563	142	62	0	1	142	1	142	3.61e-18	723	uniprot
WP_144725880.1	AF-A0A1Z7YWX4-F1-model_v6	0.752	125	31	0	1	125	13	137	9.691e-17	723	uniprot
WP_091895334.1	AF-A0A1H1RIK6-F1-model_v6	1.0	122	0	0	1	122	1	122	1.295e-14	723	uniprot
WP_026755848.1	AF-A0A1A7R441-F1-model_v6	0.656	204	68	0	1	199	1	204	1.309e-18	722	uniprot
WP_144727007.1	AF-A0A7Y3B8B9-F1-model_v6	0.535	181	84	0	15	195	1	181	8.228e-14	722	uniprot
WP_101445284.1	AF-A0A4Y8AV38-F1-model_v6	0.629	162	60	0	1	162	1	162	1.919e-17	722	uniprot
WP_038526413.1	AF-T2KHM5-F1-model_v6	1.0	151	0	0	1	151	12	162	2.773e-15	722	uniprot
WP_144726074.1	AF-A0A2N0EUZ8-F1-model_v6	0.621	148	56	0	9	156	1	148	6.828e-15	722	uniprot
WP_144724892.1	AF-A0A1Z7ZZA0-F1-model_v6	0.609	105	41	0	1	105	1	105	8.062e-15	722	uniprot
WP_089661634.1	AF-A0A4V3E159-F1-model_v6	0.651	226	79	0	3	228	31	256	2.094e-15	721	uniprot
WP_144960839.1	AF-A0A1H1LBS3-F1-model_v6	0.49	202	102	0	1	201	1	202	1.008e-14	721	uniprot
WP_089660941.1	AF-A0A9X1U706-F1-model_v6	0.598	171	68	0	1	171	18	188	6.289e-14	721	uniprot
WP_036825411.1	AF-A0A3D9HAX7-F1-model_v6	0.612	155	60	0	1	155	1	155	3.301e-14	721	uniprot
WP_144726299.1	AF-A0A7Y2J4I0-F1-model_v6	0.394	387	205	0	1	387	1	340	7.322e-15	720	uniprot
WP_101448408.1	AF-A0A1M6A7P0-F1-model_v6	0.602	156	62	0	1	156	2	157	3.402e-13	720	uniprot
WP_144963018.1	AF-A0A3A9WYE8-F1-model_v6	0.646	150	53	0	1	150	1	150	3.686e-18	720	uniprot
WP_144727150.1	AF-A0A1G8F8H4-F1-model_v6	0.64	125	45	0	1	125	1	125	1.193e-17	720	uniprot
WP_144959566.1	AF-A0A559PK38-F1-model_v6	1.0	103	0	0	1	103	1	103	1.778e-15	720	uniprot
WP_244270343.1	AF-A0A1H1KWJ3-F1-model_v6	1.0	126	0	0	1	126	1	126	1.346e-13	719	uniprot
WP_119030311.1	AF-G2EEL8-F1-model_v6	0.601	176	70	0	1	176	1	176	1.146e-17	718	uniprot
WP_101447400.1	AF-A0A2N3T528-F1-model_v6	1.0	126	0	0	1	126	1	126	2.716e-14	718	uniprot
WP_038529358.1	AF-A0A4R8MJQ2-F1-model_v6	0.601	198	78	0	13	209	7	204	1.346e-14	717	uniprot
WP_101449764.1	AF-A0A918JXL1-F1-model_v6	0.787	179	38	0	1	178	1	179	1.169e-16	717	uniprot
WP_089661085.1	AF-A0A559PSL2-F1-model_v6	0.568	174	74	0	1	173	1	174	4.067e-15	717	uniprot
WP_119029112.1	AF-A0A397LAR4-F1-model_v6	1.0	173	0	0	1	173	1	173	1.685e-17	717	uniprot
WP_119028430.1	AF-A0A7Y2EXS6-F1-model_v6	0.472	164	83	0	4	161	10	173	8.271e-16	717	uniprot
WP_231481155.1	AF-A0A1H5HM23-F1-model_v6	0.702	148	44	0	8	155	3	150	7.73e-15	717	uniprot
WP_101446851.1	AF-A0A2N3T492-F1-model_v6	1.0	130	0	0	1	130	1	130	6.201e-18	717	uniprot
WP_119029274.1	AF-A0A1H2RV38-F1-model_v6	0.601	126	49	0	1	125	1	126	3.391e-17	717	uniprot
WP_101448521.1	AF-A0AA96TZI4-F1-model_v6	0.54	211	96	0	6	214	7	217	3.998e-12	716	uniprot
WP_089661820.1	AF-A0A1H1R7P3-F1-model_v6	0.649	208	72	0	1	206	1	208	6.86e-14	716	uniprot
WP_038527977.1	AF-A0A4P7WYU3-F1-model_v6	0.611	152	58	0	1	151	3	154	4.38e-17	716	uniprot
WP_144962213.1	AF-A0A495NZB1-F1-model_v6	0.615	142	54	0	1	142	1	142	1.918e-16	716	uniprot
WP_101450234.1	AF-A0A7Y2ZSC4-F1-model_v6	0.711	142	39	0	1	135	1	142	2.037e-15	716	uniprot
WP_119028949.1	AF-A0A958VWH6-F1-model_v6	0.752	117	29	0	1	117	1	117	1.324e-15	716	uniprot
WP_011710290.1	AF-A0A8J6U6C8-F1-model_v6	0.511	180	85	0	1	180	1	175	7.356e-14	715	uniprot
WP_026755554.1	AF-A0A5C7BJL7-F1-model_v6	0.527	179	83	0	1	179	1	177	2.495e-13	715	uniprot
WP_038531832.1	AF-A0A1D7Y1U8-F1-model_v6	0.594	170	65	0	1	162	1	170	1.838e-16	715	uniprot
WP_156032976.1	AF-A0A842IR08-F1-model_v6	0.509	155	76	0	1	155	1	155	6.551e-14	715	uniprot
WP_026752992.1	AF-A0A2T3N9X6-F1-model_v6	0.623	238	88	0	5	242	3	237	2.002e-19	714	uniprot
WP_026755902.1	AF-A0A5B2TV61-F1-model_v6	0.474	196	102	0	1	196	1	195	3.483e-16	714	uniprot
WP_041250157.1	AF-A0M612-F1-model_v6	0.925	170	13	0	1	170	7	176	1.304e-14	714	uniprot
WP_119030181.1	AF-A0A3M8GCH4-F1-model_v6	0.467	169	89	0	1	168	1	169	1.453e-12	714	uniprot
WP_026934710.1	AF-A0A1H1KUC1-F1-model_v6	1.0	129	0	0	1	129	1	129	3.87e-14	714	uniprot
WP_089661088.1	AF-A0A1H1KYP0-F1-model_v6	1.0	166	0	0	1	166	1	166	4.736e-14	713	uniprot
WP_119028930.1	AF-A0A099Y285-F1-model_v6	0.659	138	46	0	1	137	1	138	1.937e-14	713	uniprot
WP_026753330.1	AF-A0A4Q0XIM3-F1-model_v6	0.691	133	40	0	1	132	1	133	2.085e-17	713	uniprot
WP_091892657.1	AF-A0A2S7W9L4-F1-model_v6	0.715	123	35	0	1	123	12	134	3.683e-14	713	uniprot
WP_026752985.1	AF-A0A934KWI7-F1-model_v6	0.647	122	42	0	2	123	12	132	1.894e-17	713	uniprot
WP_026754392.1	AF-A0A2K8XPR6-F1-model_v6	0.376	237	145	0	2	234	17	253	4.298e-13	712	uniprot
WP_231962765.1	AF-A0A7L8ABU4-F1-model_v6	0.6	194	77	0	3	196	12	205	1.076e-14	712	uniprot
WP_038528448.1	AF-A0A516GUX4-F1-model_v6	0.617	170	65	0	1	170	1	170	4.213e-13	712	uniprot
WP_119028391.1	AF-A0A1H7T4V7-F1-model_v6	0.866	120	16	0	1	120	74	193	2.515e-15	712	uniprot
WP_101449109.1	AF-A0A2N3TAB6-F1-model_v6	1.0	119	0	0	1	119	1	119	1.222e-13	712	uniprot
WP_144961431.1	AF-A0A559PMQ1-F1-model_v6	1.0	144	0	0	1	144	1	144	6.677e-16	711	uniprot
